时间,11:20:5
夹具序号：1
序号-测试目,枚举异常,打开设备异常,发送指令异常,RF功率异常
1,0,0,0,0
2,0,0,0,0
时间,11:50:5
夹具序号：1
序号-测试目,枚举异常,打开设备异常,发送指令异常,RF功率异常
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
时间,12:20:5
夹具序号：1
序号-测试目,枚举异常,打开设备异常,发送指令异常,RF功率异常
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
时间,12:50:5
夹具序号：1
序号-测试目,枚举异常,打开设备异常,发送指令异常,RF功率异常
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
时间,13:20:5
夹具序号：1
序号-测试目,枚举异常,打开设备异常,发送指令异常,RF功率异常
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
时间,13:50:5
夹具序号：1
序号-测试目,枚举异常,打开设备异常,发送指令异常,RF功率异常
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
时间,14:20:5
夹具序号：1
序号-测试目,枚举异常,打开设备异常,发送指令异常,RF功率异常
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
时间,15:44:39
夹具序号：1
序号-测试目,枚举异常,打开设备异常,发送指令异常,RF功率异常
1,0,0,0,0
时间,16:14:39
夹具序号：1
序号-测试目,枚举异常,打开设备异常,发送指令异常,RF功率异常
1,0,0,0,0
2,40,40,40,40
时间,16:44:39
夹具序号：1
序号-测试目,枚举异常,打开设备异常,发送指令异常,RF功率异常
1,0,0,0,0
2,40,40,40,40
